original_query,enhanced_query,top_similarity,weighted_top5_similarity,num_results,response_time
one metal storage shelf,What are the options and considerations for purchasing a single storage shelf made of metal?,0.87172425,0.8684126138687134,5,0.10539078712463379
Today home curios,What are popular trends and ideas for home decor and curios?,0.82969904,0.8153092563152313,5,0.10132193565368652
Two nightstands,"What are the considerations when choosing bedroom furniture, specifically nightstands?",0.89388126,0.8710958182811738,5,0.08995699882507324
futon,"What are the different types and uses of futons, and how do they compare to other types of furniture?",0.90237665,0.8697553992271423,5,0.09586906433105469
clothes,"What are the different types and purposes of clothing, and how do they vary across cultures and climates?",0.8458876,0.8441558092832565,5,0.0902106761932373
shoes,"What are the different types and purposes of footwear, and what factors should be considered when choosing the right pair?",0.8455001,0.8424113869667054,5,0.08253169059753418
big man recliner,What are the best types of recliners suitable for larger individuals?,0.86457455,0.8605939984321594,5,0.09563612937927246
Estate Sale,"What are the general aspects and considerations involved in estate sales, including their purpose, process, and how to find or conduct one?",0.81562185,0.8142590790987015,5,0.09257102012634277
curtains,"What are the different types and uses of curtains, and how do they contribute to home decor and functionality?",0.89153105,0.8748143941164017,5,0.08743906021118164
armoire,"What are the different types and uses of storage furniture, and how do they compare in terms of functionality and design?",0.90134144,0.8844690561294556,5,0.09039163589477539
tall lamp,What are the different types and styles of lamps that are designed to provide height or vertical illumination in a room?,0.88553476,0.8703969657421112,5,0.09161186218261719
Ethan Allen Sofa,"What are the features, styles, and options available for sofas from Ethan Allen, and how do they compare to other furniture brands?",0.8304599,0.827692699432373,5,0.10728335380554199
Ceiling fans,"What are the different types and features of ceiling fans, and how do they impact energy efficiency and room aesthetics?",0.9149307,0.8889891117811204,5,0.09201598167419434
heavy dresser,What are the considerations for selecting and handling large and heavy furniture pieces?,0.8532581,0.8471084803342819,5,0.08327674865722656
pants,"What are the different types and styles of pants, and how do they vary in terms of material, fit, and occasion suitability?",0.8322384,0.8283768773078919,5,0.09205293655395508
Sectional sofa,"What are the different types and features of sofas, and how do they compare in terms of design, functionality, and space utilization?",0.8786012,0.8738734126091003,5,0.09293627738952637
Desk,"What are the different types and uses of desks, and how do they vary in design and functionality?",0.90532976,0.8892842471599579,5,0.0842740535736084
wall microwave,"What are the different types and features of microwaves that can be installed in walls, and what should be considered when choosing one?",0.87812084,0.868414756655693,5,0.0913848876953125
two twin mattresses,What are the options and considerations for purchasing or comparing twin-sized mattresses?,0.8598182,0.852073785662651,5,0.10353374481201172
Macys white recliner sofa,"What options are available for purchasing a white recliner sofa, and what are the considerations when buying from a department store like Macy's?",0.85875714,0.8469073057174683,5,0.1201622486114502
kitchen items,"What are the essential tools and equipment commonly used in a kitchen, and what are their functions and purposes?",0.87970996,0.8784814149141312,5,0.09553003311157227
coat stand,What are the different types and uses of furniture designed for hanging or storing coats and outerwear?,0.86424077,0.8593670517206192,5,0.09443902969360352
bike,"What are the different aspects and considerations related to bicycles, including their types, uses, maintenance, and purchasing options?",0.9027947,0.8768956184387208,5,0.08875608444213867
hutch,What are the different meanings and uses of the term 'hutch' across various contexts?,0.8866378,0.8434813737869262,5,0.09254288673400879
and chair,"What are common uses and features of chairs, and how do they contribute to comfort and functionality in various settings?",0.86890393,0.867302143573761,5,0.09331202507019043
small TV,What are the considerations and options for purchasing a compact television?,0.8641671,0.8586089849472046,5,0.0806877613067627
Bedframe,What are the different types of bedframes available and what factors should be considered when choosing one?,0.8972658,0.8841195523738862,5,0.09480977058410645
gently used clothes,What are the options for acquiring second-hand clothing and what are the benefits and considerations of purchasing pre-owned apparel?,0.8315184,0.8299444317817688,5,0.10430622100830078
head and foot board,What are the components and purposes of bed frames?,0.8739458,0.867144113779068,5,0.14444804191589355
dresser,What are the different types and uses of furniture pieces designed for storing clothes and personal items?,0.92202216,0.8995388001203537,5,0.08736395835876465
Dining Room Table,What are the key considerations and options when selecting a table for a dining area?,0.9010443,0.8879908382892608,5,0.10092735290527344
futon,"What are the different types and uses of futons, and how do they compare to other types of furniture?",0.90237665,0.8697553992271423,5,0.09588003158569336
tv,"What are the general features, types, and uses of televisions?",0.86577046,0.8621373027563095,5,0.07898592948913574
queen sized upholstered bed,What are the different types and features of upholstered beds available in various sizes?,0.8461887,0.8450848698616028,5,0.11891984939575195
IKEA loveseat,What are the available options and features of loveseats offered by popular furniture retailers?,0.8703078,0.85825996696949,5,0.10521078109741211
pots and pans,What are the different types and uses of cookware?,0.85635465,0.852726274728775,5,0.1401069164276123
couch,What are the different aspects to consider when learning about or choosing furniture for a living space?,0.8817473,0.8711255550384521,5,0.08764481544494629
area rugs,What are the different types and uses of rugs for home decor?,0.8633245,0.849683964252472,5,0.08728384971618652
HOME DECOR AND HOME ITEMS,What are the various categories and types of products available for enhancing and furnishing living spaces?,0.8440305,0.8417879104614258,5,0.10010218620300293
shoes,"What are the different types and purposes of footwear, and how do they vary in terms of design, material, and suitability for various activities or occasions?",0.845826,0.8438711583614349,5,0.0993657112121582
two loveseats that recline,What are the available options for seating furniture that offer reclining features and accommodate two people?,0.9063226,0.8839286088943482,5,0.11683893203735352
Furniture,"What are the different types and uses of furniture, and how do they contribute to interior design and functionality in various spaces?",0.8576064,0.8551437020301819,5,0.09305429458618164
clothing and store supply items,"What are the categories and types of items typically found in retail stores, including apparel and other merchandise?",0.84202003,0.834083616733551,5,0.1192162036895752
Xmas decorations,What are some popular types of holiday decorations and how can they be used to enhance festive celebrations?,0.85234886,0.8384774267673493,5,0.09958195686340332
Clothes,"What are the different types of clothing available, and how do they vary in terms of style, function, and material?",0.8471683,0.8448702216148377,5,0.08591985702514648
Wooden Wardrobe,What are the key considerations and options when choosing a wardrobe made from wood?,0.85089564,0.8434184283018112,5,0.09681820869445801
Bookcases,What are the different types and features of furniture used for storage and display purposes?,0.89427626,0.87709921002388,5,0.09870004653930664
misc,What are the general categories or topics that could be associated with the term 'misc'?,0.7945694,0.7934275180101394,5,0.08600616455078125
Large white sofa,"What are the considerations and options for purchasing a large sofa, particularly in terms of color and size?",0.8537647,0.8500822484493256,5,0.09260225296020508
Sectional sofa,"What are the different types and features of sofas available, and how do sectional sofas compare in terms of design, functionality, and space utilization?",0.87201583,0.8668848633766174,5,0.09579706192016602
table,"What are the different types and uses of tables, and how can they be categorized or utilized in various contexts?",0.8720157,0.8700025230646133,5,0.0835881233215332
two small,What are some general characteristics or examples of small quantities or sizes?,0.8318204,0.8224424719810486,5,0.07918429374694824
Lazyboy recliner sofa,"What are the features and benefits of recliner sofas, and how do they compare to other types of sofas?",0.89200985,0.8810588926076889,5,0.10831689834594727
Clothes,"What are the different aspects to consider when exploring clothing options, including types, styles, materials, and purposes?",0.8455601,0.8423383057117463,5,0.08534002304077148
rocking chair,What are the different types and uses of chairs that provide a gentle swaying motion?,0.9199215,0.898688018321991,5,0.0970458984375
Sectional Sofa,"What are the different types, features, and benefits of sectional sofas, and how do they compare to other types of sofas?",0.8640765,0.8602776676416397,5,0.09722495079040527
Children’s dresser,What are the considerations and options available when choosing furniture for a child's room?,0.849417,0.8485925316810607,5,0.1100759506225586
book case,What are the different types and uses of cases for storing or displaying books?,0.88443846,0.8681640028953552,5,0.09227705001831055
Refrigerator,"What are the general features, types, and considerations when choosing a refrigerator?",0.91181195,0.8884597033262253,5,0.08478212356567383
Clothes,"What are the different types, uses, and cultural significance of clothing?",0.84780717,0.8459861934185029,5,0.07906579971313477
electronics,"What are the different categories and uses of electronic devices, and how do they impact daily life and technology?",0.8388416,0.8365429848432541,5,0.0898292064666748
dresser,What are the different types and uses of furniture pieces designed for storing clothes and personal items?,0.92202216,0.8995388001203537,5,0.08687996864318848
twin bed,"What are the different types and uses of beds, and how do they vary in size and purpose?",0.88565326,0.8813669413328171,5,0.09533905982971191
Partly pained antique dinosaur ng table with pull out leaves,"What are the characteristics and features of antique dining tables, particularly those with extendable leaves and partial paintwork?",0.8438732,0.8405972212553025,5,0.13321375846862793
Sofa,"What are the different types and features of seating furniture, and how do they compare in terms of comfort, style, and functionality?",0.9031126,0.8863202691078186,5,0.08646512031555176
couch,What are the different types and uses of furniture for seating in a living space?,0.8918562,0.8797290980815887,5,0.08897519111633301
lamp,What are the different types and uses of lighting fixtures?,0.9111078,0.8890654742717743,5,0.12679409980773926
two shelf book shelf,What are the different types and features of small book shelves?,0.87125087,0.864556559920311,5,0.08853602409362793
Copenhagen imports dinning table,"What are the general trends and considerations in importing furniture, such as dining tables, into Copenhagen?",0.82648283,0.8254083126783371,5,0.11533808708190918
loveseat and ottoman and lamp,What are some considerations for selecting complementary furniture pieces for a living space?,0.86716545,0.8636873722076416,5,0.12040019035339355
chest of drawers,What are the different types and uses of furniture storage solutions?,0.910277,0.8915387392044067,5,0.08920025825500488
mini bar,"What are the features and uses of small, compact beverage storage units typically found in hotels or homes?",0.8891237,0.8703492403030395,5,0.09424209594726562
large rug,What are the considerations and options available when choosing a large floor covering for a room?,0.85958695,0.8543968677520752,5,0.09323000907897949
Recliner,"What are the types, features, and benefits of different seating furniture designed for relaxation?",0.9000068,0.8950156271457672,5,0.0895228385925293
books,"What are the different types of books and their purposes, and how can I choose a book that suits my interests or needs?",0.84226865,0.8310047090053558,5,0.09022688865661621
Small table,What are the different types and uses of compact furniture?,0.8853015,0.8788635790348053,5,0.12478208541870117
large leather coffee table,What are the options and considerations for choosing a coffee table made from leather or similar materials?,0.85784936,0.8514980643987655,5,0.09098196029663086
clothes,"What are the different aspects to consider when discussing clothing, such as types, uses, cultural significance, and fashion trends?",0.84417933,0.8422809898853302,5,0.07536602020263672
heavy piece,What are the characteristics and implications of a heavy object or component?,0.8236562,0.8226411700248718,5,0.10741138458251953
children's crib,What are the key considerations and options available when choosing a crib for infants and young children?,0.89894646,0.8832636177539825,5,0.11272692680358887
housewares,What are the different types of household items and their uses?,0.85637784,0.8517444849014282,5,0.09088397026062012
seat lift w recline,What are the features and benefits of seating solutions that offer both lifting and reclining functions?,0.85926664,0.8550103038549424,5,0.10857391357421875
leather loveseat,"What are the different types and features of loveseats available, and how does leather as a material compare to other options?",0.86350924,0.8540666431188584,5,0.10714292526245117
ladder,"What are the different types and uses of ladders, and how can they be safely utilized in various settings?",0.9033097,0.8808546364307404,5,0.0930938720703125
Kids furniture dresser,"What are the considerations and options for selecting furniture suitable for children's rooms, specifically focusing on storage solutions like dressers?",0.86001074,0.8544020622968673,5,0.09630894660949707
Table,What are the various meanings and uses of the term 'table' across different contexts?,0.8780279,0.8753094732761383,5,0.08116984367370605
table & chairs,What are the different types and styles of furniture sets available for dining or seating purposes?,0.87480307,0.8704327911138535,5,0.09634995460510254
tables,What are the different types and uses of tables across various contexts?,0.872595,0.8702926784753799,5,0.06994414329528809
tall bookcase,What are the features and considerations when choosing a bookcase with significant height?,0.87689734,0.862054792046547,5,0.09723377227783203
couch,"What are the different types, uses, and considerations when choosing seating furniture for a living space?",0.89136064,0.8795431166887283,5,0.08317685127258301
wheel barrow,"What are the uses, features, and types of equipment used for transporting materials in gardening or construction?",0.87399787,0.8629897356033325,5,0.09405684471130371
tv stand,What are the different types and features of furniture designed to support and display televisions?,0.9235623,0.9025803297758103,5,0.08744192123413086
Couch and love seat,"What are the differences and similarities between various types of seating furniture, such as couches and love seats, and how do they fit into different living spaces?",0.8676119,0.8639381021261215,5,0.12023401260375977
easel,What are the different types and uses of easels in art and other applications?,0.8257632,0.8194363743066788,5,0.08331704139709473
one recliner,What are the general features and considerations when choosing a recliner?,0.89340687,0.88712437748909,5,0.08945202827453613
Sofa,"What are the different types, features, and uses of seating furniture, and how do they compare in terms of comfort, style, and functionality?",0.9048716,0.88733429312706,5,0.09377408027648926
desk desk chair,"What are the different types of office furniture available, and how do they contribute to a comfortable and productive workspace?",0.906309,0.890966284275055,5,0.09878087043762207
table,What are the different types and uses of tables across various contexts?,0.87552214,0.873636656999588,5,0.0682077407836914
coffee table,What are the different types and uses of tables typically found in living room settings?,0.91132456,0.89859419465065,5,0.09214973449707031
more two coffee,"What are the different types of coffee drinks available, and how do they vary in terms of preparation and ingredients?",0.83895934,0.8211647510528565,5,0.10049700736999512
Medium/large green sofa,What are the options and considerations for choosing a green sofa in medium to large sizes?,0.83303225,0.8281256198883057,5,0.11504578590393066
Electric Dryer,"What are the key features, benefits, and considerations when choosing an electric dryer for home use?",0.9201863,0.892030468583107,5,0.10175800323486328
Sofa,What are the different types and features of seating furniture available for living spaces?,0.90700495,0.8873642474412918,5,0.09193181991577148
mirror,"What are the different uses and types of mirrors, and how do they function in various contexts?",0.90475225,0.8772822260856629,5,0.08739924430847168
One table with four chairs,What are the considerations for purchasing a dining set that includes a table and multiple chairs?,0.86652434,0.8603559851646424,5,0.10446786880493164
one smart tv,"What are the features and benefits of smart TVs, and how do they differ from traditional televisions?",0.8750496,0.8537823677062989,5,0.10045886039733887
love seat,What are the different types and uses of small sofas or seating options designed for two people?,0.88858587,0.8776963263750076,5,0.09431862831115723
cabinet,What are the different meanings and uses of the term 'cabinet' across various contexts?,0.89146847,0.8754829227924347,5,0.08655500411987305
cups,"What are the different types and uses of cups, and how do they vary in design and material?",0.82586557,0.8240744173526764,5,0.0836172103881836
mini fridge,"What are the features, benefits, and considerations when choosing a compact refrigerator?",0.92912996,0.8956976175308228,5,0.09350705146789551
Queen size sleep sofa,What are the different types and features of sleep sofas available in various sizes?,0.85761154,0.8492461383342743,5,0.10924005508422852
small table,What are the different types and uses of compact furniture?,0.8853015,0.8788635790348053,5,0.13466811180114746
adjustable motorized bed and mattress,What are the features and benefits of motorized beds and compatible mattresses?,0.84359455,0.8424366056919098,5,0.10467100143432617
coffee table,"What are the different types, styles, and uses of tables commonly used in living room settings?",0.91057026,0.8984604090452194,5,0.09396791458129883
Full size bed,What are the characteristics and options available for standard bed sizes?,0.8675476,0.8658565998077393,5,0.09124898910522461
books,"What information or resources are available about literature, including types, genres, authors, and recommendations?",0.83036864,0.8212027847766876,5,0.08782505989074707
all working stove,What are the features and types of stoves that are currently functional and reliable?,0.86143804,0.8576244711875916,5,0.09913301467895508
blankets,"What are the different types and uses of blankets, and how do they vary in terms of materials, sizes, and purposes?",0.8741187,0.8535483956336976,5,0.08854103088378906
Sleeper Sofa & Love Seat,"What are the considerations and options when choosing living room furniture, specifically seating arrangements?",0.8624258,0.8602191835641861,5,0.1090402603149414
chairs,"What are the different types and uses of seating furniture, and what factors should be considered when choosing one?",0.8813371,0.8746293067932129,5,0.08537411689758301
refrigerator,"What are the key features, types, and considerations when choosing a refrigerator?",0.91045964,0.8875910103321075,5,0.08770895004272461
Large wooden desk,What are the characteristics and options available for purchasing or selecting a sizable desk made from wood?,0.8578348,0.8495850443840027,5,0.10482096672058105
One loveseat,What are the general considerations and options available when selecting a loveseat or similar seating furniture?,0.87904954,0.8659118175506592,5,0.10576629638671875
kitchen items,What are the various categories and uses of items typically found in a kitchen?,0.8818196,0.8784951508045197,5,0.09099793434143066
Sofa,"What are the different types and features of seating furniture, and how do they vary in terms of design, comfort, and functionality?",0.9051224,0.8880908071994782,5,0.08971524238586426
queen mattress,What are the considerations and options available when selecting a mattress of a standard size suitable for two people?,0.88706446,0.874923825263977,5,0.09347987174987793
Lots of furniture/odds and ends,What are some general considerations or tips for dealing with a large amount of miscellaneous household items and furniture?,0.849289,0.8419471621513367,5,0.12332296371459961
Outside table,What are the considerations and options for selecting outdoor furniture?,0.89403397,0.8787178635597229,5,0.12374281883239746
One full pull out sleeper sofa and one regular sofa,"What are the different types of sofas available, including those with additional functionalities like sleeper options?",0.8659297,0.857625436782837,5,0.11290812492370605
night table,What are the different types and uses of bedside furniture?,0.89560103,0.8813817441463471,5,0.11156702041625977
lounger,What are the different types and uses of seating furniture designed for relaxation?,0.8919319,0.8780480563640595,5,0.06798481941223145
shoes,"What are the different types of footwear available, and what factors should be considered when choosing the right pair for various activities or occasions?",0.84150237,0.8385614275932312,5,0.07984185218811035
Two glass & metal craft/office desks,What are the features and benefits of different types of craft and office desks made from glass and metal materials?,0.8261895,0.824086943268776,5,0.12156391143798828
Ashley double reclining loveseat,"What are the features and benefits of double reclining loveseats, and what options are available from different manufacturers, including Ashley?",0.8696775,0.8498129367828369,5,0.10599684715270996
kitchen items,"What are the essential tools and equipment commonly used in a kitchen, and what are their functions and uses?",0.8790159,0.8778618007898331,5,0.08587503433227539
DVD cabinet,What are the different types of storage solutions for organizing and storing DVDs and other media?,0.8658313,0.8606741011142731,5,0.08354306221008301
bedding,"What are the different types and features of bedding, and how do they impact comfort and sleep quality?",0.859468,0.8540895283222198,5,0.08515191078186035
A queen sized bed,What are the characteristics and considerations of different bed sizes?,0.8606298,0.8586129933595658,5,0.13609886169433594
A sectional couch and dining table,What are the considerations for selecting and arranging furniture for a living and dining area?,0.87085843,0.8639739871025085,5,0.10559797286987305
Washer and dryer,What are the key considerations when selecting laundry appliances?,0.88969576,0.8836304932832718,5,0.1217660903930664
Large solid wood desk,What are the options and considerations for purchasing a durable and spacious desk made from high-quality materials?,0.8694689,0.8581016480922699,5,0.07549214363098145
nightstand tables,What are the different types and features of bedside furniture?,0.8882501,0.8768397122621536,5,0.10777497291564941
dresser with mirror,"What are the different types and features of dressers that come with mirrors, and how do they enhance bedroom furniture functionality and aesthetics?",0.94593835,0.9034324079751969,5,0.08885717391967773
clothing,"What are the different types and purposes of clothing, and how do they vary across cultures and climates?",0.840889,0.8394521206617356,5,0.08073091506958008
square coffe table,"What are the different types and features of coffee tables available, and how do they vary in shape and design?",0.8819275,0.874201089143753,5,0.10522294044494629
several bookshelves,What are the different types and uses of bookshelves?,0.8951381,0.8806840717792511,5,0.08671402931213379
Large metal garage storage,What are the options and considerations for choosing a spacious and durable storage solution for garages?,0.8634734,0.8560444295406342,5,0.10103821754455566
Clothes,"What are the different types of clothing, their purposes, and how do they vary across cultures and climates?",0.8456982,0.8435965806245804,5,0.08492684364318848
loveseat,What are the different types and uses of small sofas or seating furniture for two people?,0.9117056,0.8910590708255768,5,0.09812307357788086
wooden side table,"What are the different types and styles of side tables available, and what materials are commonly used in their construction?",0.86640716,0.8645697832107544,5,0.08678722381591797
Large oak roll top desk,What are the features and benefits of different types of large roll top desks made from various materials?,0.8494419,0.8408674448728561,5,0.10284805297851562
three stool chairs,What are the different types and features of stool chairs available?,0.8587446,0.8545152872800827,5,0.07485008239746094
Dresser,What are the different types and uses of furniture designed for storing clothes and other items?,0.9139639,0.8930677175521851,5,0.08089375495910645
nightstand,"What are the different types and uses of bedroom furniture, specifically those used for storage and convenience near the bed?",0.91732526,0.8945254623889923,5,0.0834970474243164
A  buffet w/Hutch and recliner,What are some options for dining room furniture sets that include storage features and comfortable seating?,0.8654313,0.8604456096887588,5,0.1082308292388916
small desk and chair,What are some options for compact furniture suitable for limited space?,0.85790765,0.856995177268982,5,0.08650875091552734
Large sectional couch,What are the considerations and options when choosing a large sectional sofa for a living space?,0.8558767,0.8507695317268371,5,0.099761962890625
microwave,"What are the general features, uses, and considerations when choosing or using a microwave?",0.9217372,0.8914405882358551,5,0.08135199546813965
metal desk,What are the different types and features of desks made from metal materials?,0.8669443,0.8606765002012253,5,0.0975039005279541
tall dresser and desk,What are the options and considerations for choosing furniture pieces like dressers and desks that maximize vertical space?,0.8712401,0.8636057615280152,5,0.10069394111633301
Heavy tv stand with drawers,What are the characteristics and options for sturdy furniture pieces with storage features?,0.86673355,0.8650590509176255,5,0.09610700607299805
and TV stand,What are the considerations and options for selecting furniture to support and display a television?,0.9026691,0.8861769884824753,5,0.09450101852416992
Large king bed frame,What are the options for large bed frames suitable for a king-sized mattress?,0.8632662,0.8532633155584335,5,0.10541415214538574
weight machine,What are the different types and uses of weight measurement devices?,0.8672339,0.8617800503969193,5,0.07703399658203125
wooden storage side table,"What are the different types and features of storage side tables, and how do materials like wood affect their functionality and design?",0.8519908,0.8501337528228761,5,0.10253095626831055
A couch,What are the different types and features of seating furniture?,0.87568784,0.8723820358514786,5,0.13342690467834473
Office furniture,What are the different types and considerations for selecting office furniture?,0.8826356,0.8713511556386948,5,0.07538604736328125
wooden desk with drawers,What are the different types and features of desks that include storage options?,0.85972357,0.8569697260856629,5,0.10056710243225098
small book shelve,What are some compact storage solutions for organizing books in limited spaces?,0.84908915,0.8453855156898499,5,0.10195612907409668
large leather lazyboy recliner,What are the features and options available for comfortable and durable recliner chairs?,0.8779595,0.8757125049829483,5,0.11753988265991211
Bed,"What are the various types, functions, and considerations when choosing or using a bed?",0.88279516,0.875053671002388,5,0.09257888793945312
"used but like new
IKEA bedside lamp 
IKEA bedside table",Where can I find second-hand IKEA bedroom furniture in excellent condition?,0.84649193,0.8358506292104722,5,0.08088803291320801
Several office desks and other furniture,"What are the different types of office furniture available, including desks and other common items?",0.8757817,0.8654034972190857,5,0.12228202819824219
dresser,What are the different types and uses of furniture for storing clothes and personal items?,0.91699636,0.8960041910409927,5,0.08851504325866699
pillows,"What are the different types and uses of pillows, and how do they contribute to comfort and support during sleep or relaxation?",0.8974724,0.8667230010032654,5,0.08643817901611328
couch,What are the different types and uses of seating furniture?,0.88826567,0.8763584434986115,5,0.1289668083190918
a swivel desk chair,"What are the different types and features of office chairs available, and how do they enhance comfort and functionality for various work environments?",0.89546514,0.8876477539539337,5,0.1193702220916748
dresser with mirror,"What are the different types and features of dressers that include mirrors, and how do they vary in terms of style, functionality, and design?",0.9430846,0.9018590956926347,5,0.10842275619506836
Table,What are the different types and uses of tables in various contexts?,0.8746182,0.8729761749505996,5,0.07950115203857422
wheelchair,"What are the various types and uses of mobility aids, and how do they enhance accessibility and independence for individuals with mobility challenges?",0.91606426,0.9024431049823761,5,0.08248591423034668
attachment for van,What are the different types of accessories or add-ons available for vans?,0.8072852,0.8059717535972595,5,0.10000491142272949
twin mattress,"What are the general features, types, and considerations when choosing a mattress, particularly in a twin size?",0.8781935,0.8676231265068054,5,0.09751510620117188
Clothing,"What are the different aspects and considerations involved in choosing, purchasing, and maintaining clothing?",0.8415412,0.8392620295286178,5,0.08757901191711426
loveseat,What are the different types and uses of small sofas or seating options for two people?,0.9109713,0.8905952513217926,5,0.10317325592041016
Cochrane armoire and dresser with mirror,"What are the features and differences between various types of bedroom storage furniture, such as armoires and dressers with mirrors?",0.90018284,0.8755372405052185,5,0.12613511085510254
Books,"What are the different types of books available, and how can they be categorized by genre, purpose, or audience?",0.8393266,0.8285638153553009,5,0.08127474784851074
bedframe,"What are the different types and features of bedframes, and how do they affect sleep quality and bedroom aesthetics?",0.8999132,0.8863589048385621,5,0.09275102615356445
a queen mattress,What are the key considerations and options available when selecting a mattress of a specific size?,0.8788004,0.8699612855911255,5,0.09972572326660156
new dog bed,What are the important factors to consider when choosing a suitable bed for a dog?,0.84536266,0.8407550007104874,5,0.10326910018920898
Donating TV stand,What are the general steps and considerations for donating household furniture items?,0.84413916,0.8346388846635818,5,0.10071492195129395
a medium low television/vcr stand,What are the options for furniture that can support and organize audiovisual equipment?,0.8873195,0.8768286556005478,5,0.1225578784942627
oven,"What are the different types and uses of ovens, and how do they function?",0.9151614,0.8954312145709992,5,0.07735586166381836
Sofa,"What are the different types and features of seating furniture, and how do they vary in terms of design, comfort, and functionality?",0.9051224,0.8880908071994782,5,0.0857241153717041
Surround sound system,What are the key features and benefits of audio systems designed for immersive sound experiences?,0.8796593,0.8692419230937958,5,0.09593510627746582
Large American Furniture Watehouse sectional sofa,What are the options and features of sectional sofas available from major furniture retailers in the United States?,0.83776784,0.8356114804744721,5,0.1100008487701416
Elfa drawer system,What are the features and benefits of modular drawer storage systems?,0.83220774,0.8311888575553894,5,0.08949494361877441
Motorized reclining chair,What are the features and benefits of different types of reclining chairs with motorized functions?,0.8992922,0.8812035530805588,5,0.10354399681091309
Baby shoes,What are the key considerations when selecting footwear for infants?,0.8589781,0.8558517575263977,5,0.0767819881439209
range,What are the different meanings and uses of the term 'range' across various contexts?,0.8357893,0.8292157858610153,5,0.08672976493835449
Treadmill,"What are the general benefits, features, and considerations when using or purchasing a treadmill?",0.9138797,0.8887700527906418,5,0.08155107498168945
Loveseat,"What are the different types, uses, and features of small two-seater sofas?",0.9079838,0.8889515638351441,5,0.09650397300720215
couches,"What are the different types and features of couches, and how do they compare in terms of style, comfort, and functionality?",0.85893303,0.8561377823352814,5,0.08997774124145508
desk,"What are the different types, uses, and features of desks, and how do they vary in terms of design, functionality, and materials?",0.9046532,0.8896493375301361,5,0.08101820945739746
Solid Wood Murphy Bed Cabinet with draw,"What are the features and benefits of multifunctional furniture, specifically focusing on Murphy beds with storage options?",0.8514426,0.8465957671403885,5,0.11914896965026855
women’s trail bike,What are the key features and considerations when choosing a trail bike designed for women?,0.8124138,0.8064723074436189,5,0.11228108406066895
Large wooden futon,"What are the characteristics and options available for wooden futons, including size variations and material types?",0.8591529,0.8466568261384965,5,0.10248804092407227
Two stools,What are the different types and uses of stools?,0.87370193,0.8646644920110703,5,0.13675498962402344
two chest of draws,What are the general considerations and options when looking to purchase multiple pieces of bedroom storage furniture?,0.86283696,0.8553371489048004,5,0.08468508720397949
reclining chair,"What are the different types and features of chairs that offer reclining functionality, and how do they enhance comfort and usability?",0.8952258,0.8902306675910949,5,0.0951080322265625
several framed pictures,What are the different types and uses of framed pictures?,0.88660955,0.852649575471878,5,0.11767411231994629
Working piano,What are the key characteristics and functions of a properly functioning piano?,0.86202556,0.849123677611351,5,0.07592988014221191
children's,What are the general considerations and information related to children?,0.82665133,0.8200196176767349,5,0.11743426322937012
Room & Board day bed sofa,What are the features and options available for day bed sofas from Room & Board?,0.8674005,0.8451978474855424,5,0.10176396369934082
King size platform bed,What are the different types and features of platform beds available in larger sizes?,0.84526,0.8414652407169342,5,0.08920669555664062
Desk,"What are the different types and uses of desks, and how can they be selected based on specific needs or preferences?",0.90338546,0.8900064170360565,5,0.08060407638549805
tables,What are the different types and uses of tables across various contexts?,0.872595,0.8702926784753799,5,0.07939815521240234
Delta Baby Crib,"What are the features, benefits, and reviews of baby cribs from Delta or similar brands?",0.8781016,0.8675752371549607,5,0.10692000389099121
queen size bed,"What are the different types and features of beds available, including size options and their suitability for various needs?",0.8700237,0.8672618865966797,5,0.10139894485473633
matching Dresser,What are the key considerations when looking for a dresser that complements existing furniture or decor?,0.89249516,0.8722614496946335,5,0.09491515159606934
Futon and brand new seated walker,What are the considerations and options when purchasing home furniture and mobility aids?,0.8460851,0.8450809121131897,5,0.12059283256530762
secretary,"What are the roles and responsibilities of a secretary, and how do they contribute to organizational efficiency?",0.8332335,0.8308478891849518,5,0.09052801132202148
wood bookcase,"What are the different types and features of bookcases made from wood, and what should be considered when choosing one?",0.8793461,0.8614230215549469,5,0.10158395767211914
desk chair,"What are the different types and features of chairs suitable for use at a desk, and how do they contribute to comfort and productivity?",0.92950547,0.9087306439876557,5,0.09395885467529297
sit/stand desk,What are the benefits and considerations of using adjustable desks that allow both sitting and standing positions?,0.90901977,0.8842198818922042,5,0.09987926483154297
"Six drawer dresser
Large club chair",What are the different types and features of furniture pieces for storage and seating?,0.85970056,0.8572491347789765,5,0.10825705528259277
side table,What are the different types and uses of small tables in home or office settings?,0.89330876,0.888822078704834,5,0.08782792091369629
home decor,"What are the various aspects and considerations involved in decorating a home, including styles, trends, and practical tips?",0.8381978,0.8350220561027527,5,0.09298920631408691
patio table and chairs,What are the different types and features of outdoor furniture sets?,0.879272,0.8719829767942429,5,0.09455728530883789
stuffed animals,"What are the different types, uses, and cultural significance of plush toys?",0.8339567,0.8301245629787445,5,0.09192991256713867
Green sofa,"What are the different types and styles of sofas available in green, and what should be considered when choosing a green sofa for a living space?",0.85455036,0.84963239133358,5,0.0979928970336914
Clothes & outer wear,"What are the different categories and types of clothing and outerwear available, and what factors should be considered when choosing them?",0.8319875,0.82473925948143,5,0.10594320297241211
Clothes and housewares,"What are the different categories and types of consumer goods, including clothing and household items, and how can they be effectively organized or sourced?",0.8507734,0.8469193577766418,5,0.11973285675048828
